,AICW_score,AICW_rank,FUCOM_score,FUCOM_rank,LBWA_score,LBWA_rank,MEREC_score,MEREC_rank,SD_score,SD_rank
146521,0.20174250739235097,167.0,0.22470999268391104,111.0,0.1848358833751202,155.0,0.06989491669090196,108.0,0.266959187013549,69.0
106579,0.21195536007639146,158.0,0.18279049997273816,176.0,0.19743894378398863,139.0,0.055155489654745544,143.0,0.20774708346692058,152.0
96293,0.24304679643143345,119.0,0.1812014616799008,181.0,0.18429421603630755,156.0,0.043673720642163856,188.0,0.16692289305949223,194.0
96296,0.29468124131129814,52.0,0.19518783865052547,167.0,0.2237563240134556,94.0,0.047521005665347386,162.0,0.17422995645101805,191.0
96299,0.32434849910743063,30.0,0.2202533761663053,121.0,0.24268932558046455,68.0,0.06466958958211572,117.0,0.19239714654916165,170.0
96303,0.24848815042786684,106.0,0.1863042194240686,173.0,0.18774447404954162,149.0,0.04405234053708485,184.0,0.17040109599379527,192.0
91952,0.18761443379992404,183.0,0.1784964617942111,186.0,0.17613437115305747,170.0,0.04037502190900404,196.0,0.18134449714343517,184.0
33098,0.23212277186175184,131.0,0.21939662822225406,123.0,0.20424879500136187,126.0,0.04595872992226975,173.0,0.20888307146335938,149.0
96297,0.2647613095013176,91.0,0.22667034267949324,108.0,0.22507070712602714,92.0,0.09379885616363315,77.0,0.2871518685978651,51.0
92791,0.22177094278378087,142.0,0.2270487850795148,106.0,0.2013186268241351,131.0,0.07147215409822365,106.0,0.2675396899236632,68.0
34758,0.2217939815216225,141.0,0.20920280770337657,140.0,0.19738350534331178,140.0,0.045199419897815035,176.0,0.20202604090253232,159.0
94898,0.3128293652136851,35.0,0.23284443072166094,95.0,0.27261523178722824,42.0,0.05258388811854728,152.0,0.2134836127540341,141.0
96309,0.14613608386269966,209.0,0.138377199296846,207.0,0.1229643437000863,208.0,0.030119073305748943,208.0,0.13612486528479492,205.0
33097,0.21964148619150325,146.0,0.20708015823069512,145.0,0.19595386139133905,141.0,0.045041316974801245,177.0,0.20059826290443727,161.0
10989,0.33064426809009567,24.0,0.2790032513182625,47.0,0.2767368717578576,39.0,0.11479243753507361,59.0,0.36375008649463325,26.0
34775,0.23745534737593374,126.0,0.22441430514875596,112.0,0.20793361965637408,121.0,0.04888141878744928,160.0,0.21236719874940216,142.0
91932,0.14869795164580482,207.0,0.17296837936893414,192.0,0.1427847592878226,199.0,0.03715189881665686,204.0,0.17985116377955257,185.0
34767,0.21366977450297078,156.0,0.20360314826915207,153.0,0.18752548925329743,151.0,0.07218231020805548,104.0,0.2575709687817889,77.0
11838,0.2967817373699166,48.0,0.24562460385407342,80.0,0.24610817084627862,65.0,0.07810162458422312,89.0,0.2844937917877963,55.0
92764,0.24361753215753967,116.0,0.25225487589602696,71.0,0.22577453296269287,91.0,0.10502436801655314,69.0,0.3388701060024338,39.0
15873,0.20108404125598395,168.0,0.18881231032053528,172.0,0.18364837909673862,157.0,0.043680799448961694,187.0,0.1883116156821324,176.0
96314,0.16892311064386764,195.0,0.14371833324148223,205.0,0.14144339348774468,201.0,0.03192098284711121,207.0,0.13866320369017884,203.0
96938,0.3478878624323619,19.0,0.4402948738513215,11.0,0.38407513202566346,10.0,0.39578449417684547,7.0,0.44924027987705745,18.0
91949,0.17591419354859214,190.0,0.18342435357679399,175.0,0.16463879247568888,186.0,0.03933658283901874,198.0,0.18577330140518117,179.0
91984,0.16278265396419503,199.0,0.17035975897779673,194.0,0.15584514505553035,191.0,0.03836300275419711,199.0,0.17698184714851625,190.0
11859,0.23252002367046565,129.0,0.22118076949044613,117.0,0.19941709885000172,135.0,0.0734845989249159,102.0,0.26972361631585,65.0
40857,0.3013663034657031,43.0,0.22558052757036712,109.0,0.2670616807591932,46.0,0.04950693439451283,158.0,0.20858120505551261,150.0
40846,0.3694920551646192,13.0,0.28329986060741047,46.0,0.3091642296262997,27.0,0.11538305192050863,57.0,0.3636593136767618,27.0
11036,0.333823794275015,22.0,0.365262759259748,22.0,0.33047365509650484,19.0,0.16854076501385423,39.0,0.34047151884255034,36.0
